time(UTC);T2m;RH;G(h);Gb(n);Gd(h);IR(h);WS10m;WD10m;SP
20120627:1500;29.72;45.35;583;651.91;165;411.05;1.59;69;100340
20120627:1600;29.64;45.35;433;629.88;124;408.15;1.86;42;100310
20120627:1700;28.85;51.65;260;503.5;96;402.35;2.28;32;100260
20120627:1800;27.71;55.15;99;278.71;55;398.65;2.34;27;100260
20120627:1900;26.13;58.7;0;0;0;381.85;2.62;43;100240
20120627:2000;24.84;62.45;0;0;0;381.85;2.48;47;100230
20120627:2100;23.73;66.65;0;0;0;378.35;2.34;40;100250
20120627:2200;22.72;71.15;0;0;0;372.35;2.28;37;100260
20120627:2300;22.1;71.05;0;0;0;372.55;2.21;50;100240
20120628:0000;21.61;68.6;0;0;0;367.7;2.34;65;100240
20120628:0100;21.28;66.15;0;0;0;370.9;2.41;68;100210
20120628:0200;20.83;66.05;0;0;0;370;2.34;66;100200
20120628:0300;20.19;65.95;0;0;0;366.35;2.14;65;100180
20120628:0400;20.07;68.3;13;0;13;379.5;2;68;100190
20120628:0500;20.89;68.4;114;84.5;94;394;1.79;70;100180
20120628:0600;22.27;61.95;311;415.23;143;379.7;1.66;70;100210
20120628:0700;24.07;56.25;478;530.04;179;399.25;1.79;80;100290
20120628:0800;25.31;50.95;487;228.58;326;396.75;1.79;91;100290
20120628:0900;26.73;46.25;617;311.38;363;399.05;1.52;82;100260
20120628:1000;27.75;44.95;872;773.55;183;410.1;1.17;64;100240
20120628:1100;28.57;46.5;921;812.65;170;407;0.97;50;100190
20120628:1200;29.28;45.2;913;819.7;164;409.5;0.76;37;100130
20120628:1300;30.11;43.95;818;705.6;211;404.1;0.76;341;100100
20120628:1400;30.53;45.45;703;639.9;212;411.25;1.17;323;100050
20120628:1500;30.69;44.05;583;653.43;164;407.95;1.86;319;100000
20120628:1600;30.16;47;410;525.87;152;413;2.62;324;100000
20120628:1700;29.24;53.55;236;359.2;119;420.35;2.55;343;99950
20120628:1800;28.18;59;90;202.78;58;405.25;2.07;348;99960
20120628:1900;26.83;65;0;0;0;407.4;1.59;337;99960
20120628:2000;25.24;74;0;0;0;399.65;1.59;335;100000
20120628:2100;23.96;78.9;0;0;0;392.85;1.66;321;100070
20120628:2200;22.8;84.25;0;0;0;386.85;1.38;302;100080
20120628:2300;21.93;89.95;0;0;0;383.4;1.38;261;100080
20120629:0000;21.74;89.95;0;0;0;394.4;1.52;248;100060
20120629:0100;21.21;89.95;0;0;0;380;1.66;252;100050
20120629:0200;20.81;92.95;0;0;0;375.05;1.66;250;100030
20120629:0300;20.37;92.95;0;0;0;372.75;1.72;246;100010
20120629:0400;20.16;92.95;26;56.71;22;373.7;1.72;243;100020
20120629:0500;21.13;89.95;94;33.98;86;372.15;1.45;241;100060
20120629:0600;23.59;76.3;287;317.26;159;373.1;1.45;240;100080
20120629:0700;25.38;64.7;496;612.7;151;382.8;1.38;241;100190
20120629:0800;26.75;58.8;653;688.03;169;390.35;1.38;234;100190
20120629:0900;27.73;55.15;786;758.28;168;395.75;1.1;231;100180
20120629:1000;28.86;51.65;873;784.15;175;404.1;1.24;222;100180
20120629:1100;30.09;47;886;720.99;220;409.7;1.86;233;100150
20120629:1200;30.49;47;899;791.48;176;433.3;2.21;260;100120
20120629:1300;30.57;48.65;847;797.58;161;427.7;2.76;285;100100
20120629:1400;30.35;50.3;735;753.36;157;427.7;3.03;296;100070
20120629:1500;30.23;52.05;587;673.74;155;414.35;2.83;305;100030
20120629:1600;30.16;53.8;412;540.17;147;421.5;2.69;313;100000
20120629:1700;29.59;55.5;234;356.21;118;407.95;2.55;320;100000
20120629:1800;28.71;63.2;82;139.55;60;406.8;2.21;334;99990
20120629:1900;27.41;65.1;0;0;0;405.65;1.79;338;100020
20120629:2000;25.76;76.6;0;0;0;399.65;1.45;313;100070
20120629:2100;24.34;84.35;0;0;0;397.1;1.38;268;100150
20120629:2200;23.49;87.1;0;0;0;391.1;1.72;256;100170
20120629:2300;22.86;87.1;0;0;0;384.35;2;252;100180
20120630:0000;22.4;87.05;0;0;0;380.3;2.14;254;100200
20120630:0100;21.81;87;0;0;0;371.1;2.14;257;100190
20120630:0200;21.23;86.95;0;0;0;367.9;2.07;257;100160
20120630:0300;20.63;86.9;0;0;0;361.9;2.07;256;100160
20120630:0400;20.11;89.85;20;14.45;19;358.8;2.07;258;100160
20120630:0500;20.79;89.9;137;183.62;94;358;1.72;264;100170
20120630:0600;23.18;78.85;260;216.28;173;362.3;1.79;264;100190
20120630:0700;25.14;66.95;500;620.99;151;364.8;1.45;241;100290
20120630:0800;26.75;58.8;664;723.11;156;378.95;1.24;251;100300
20120630:0900;28.01;53.35;800;790.93;156;388.8;1.31;251;100300
20120630:1000;29.13;50.05;879;792.56;174;397.9;1.59;252;100300
20120630:1100;29.89;48.5;918;802.58;177;400.2;1.66;257;100270
20120630:1200;30.85;45.6;911;813.66;168;403.3;1.66;263;100220
20120630:1300;31.48;45.7;849;795.45;165;409.1;1.72;270;100180
20120630:1400;32;44.3;733;735.24;169;410.65;1.86;281;100120
20120630:1500;32.29;42.95;592;683.21;154;415.5;1.93;283;100080
20120630:1600;30.08;51.8;416;548.45;147;394.46;1.79;290;100040
20120630:1700;29.35;54.11;240;377.88;117;394;1.78;307;100020
20120630:1800;28.63;56.43;83;146.12;60;393.54;1.77;317;100010
20120630:1900;27.9;58.75;0;0;0;393.08;1.76;255;100030
20120630:2000;27.17;61.06;0;0;0;392.62;1.75;240;100090
20120630:2100;26.45;63.38;0;0;0;392.16;1.73;239;100130
20120630:2200;25.72;65.7;0;0;0;391.7;1.72;242;100160
20120630:2300;24.99;68.02;0;0;0;391.24;1.71;249;100150
20200701:0000;24.26;70.33;0;0;0;390.78;1.7;254;99930
20200701:0100;23.54;72.65;0;0;0;390.32;1.69;254;99910
20200701:0200;22.81;74.97;0;0;0;389.86;1.68;258;99940
20200701:0300;22.08;77.29;0;0;0;389.4;1.67;276;99960
20200701:0400;21.36;79.6;22;44.26;19;388.94;1.66;296;99960
20200701:0500;20.63;81.92;83;21.48;78;388.48;1.65;294;99990
20200701:0600;19.9;84.24;250;192.02;173;388.02;1.64;288;100000
20200701:0700;19.17;86.55;66;0;66;387.56;1.62;256;100080
20200701:0800;23.75;71.35;286;17.11;274;408.35;0.62;326;100080
20200701:0900;24.65;66.85;583;256.94;374;398.45;0.34;52;100040
20200701:1000;26.24;62.8;879;811.14;158;399.25;0.21;161;100010
20200701:1100;27.69;55.15;924;833.36;155;399.45;0.34;195;99980
20200701:1200;28.58;53.45;892;780.02;180;405.85;0.76;223;99940
20200701:1300;29.27;51.8;854;823.61;146;414.75;1.03;248;99850
20200701:1400;29.77;50.2;423;84.76;358;412.4;1.03;267;99840
20200701:1500;29.83;50.2;479;329.21;268;417.05;0.97;312;99800
20200701:1600;28.4;53.45;421;589.45;132;411.05;1.66;310;99810
20200701:1700;28.31;53.45;263;525.74;92;414.35;2.21;331;99780
20200701:1800;27.52;58.9;104;331.06;52;407;1.79;332;99800
20200701:1900;26.33;62.8;0;0;0;404.65;2.21;294;99810
20200701:2000;24.99;69.15;0;0;0;398.65;2.07;277;99850
20200701:2100;24.01;76.3;0;0;0;392.3;1.93;265;99900
20200701:2200;23.17;78.85;0;0;0;391.3;1.86;243;99880
20200701:2300;22.56;78.75;0;0;0;387.85;2.28;235;99910
20200702:0000;22.02;81.35;0;0;0;391.3;1.86;234;99880
20200702:0100;21.5;84.05;0;0;0;387.95;1.72;251;99860
20200702:0200;21.04;81.3;0;0;0;383.55;1.72;250;99840
20200702:0300;20.45;86.85;0;0;0;375.85;1.45;256;99820
20200702:0400;19.96;92.9;30;120.66;22;372.55;1.38;274;99830
20200702:0500;20.61;86.9;161;350.04;80;370.4;0.97;254;99850
20200702:0600;22.64;76.15;337;572.95;108;369.85;1.1;240;99880
20200702:0700;24.19;71.4;514;695.02;125;370.8;1.59;248;99900
20200702:0800;25.84;64.8;665;743.74;144;376.2;1.72;242;99920
20200702:0900;27.24;58.9;798;799.95;148;382.8;1.45;242;99890
20200702:1000;28.46;55.3;886;826.42;152;389.55;0.9;228;99880
20200702:1100;29.59;51.8;838;598.56;286;393.65;0.83;193;99820
20200702:1200;30.59;48.65;905;811.07;165;400.4;1.03;179;99760
20200702:1300;31.21;44.2;857;827.41;146;398.45;1.1;187;99680
20200702:1400;31.58;42.7;627;430.45;297;404.3;0.97;210;99640
20200702:1500;31.93;40;578;643.06;166;409.7;0.9;234;99590
20200702:1600;31.53;37.25;157;4.08;155;403.5;1.03;264;99540
20200702:1700;30.51;43.95;264;532.43;91;410.3;1.24;326;99560
20200702:1800;28.65;61.25;17;0;17;406.2;0.97;353;99580
20200702:1900;26.08;62.65;0;0;0;397.7;2.07;5;99680
20200702:2000;25.03;69.15;0;0;0;391.9;1.93;1;99710
20200702:2100;23.9;73.75;0;0;0;385.9;2.21;356;99760
20200702:2200;22.87;76.15;0;0;0;383.2;2.55;353;99780
20200702:2300;21.94;81.35;0;0;0;384.15;2.14;7;99830
20200703:0000;20.91;89.9;0;0;0;379.5;2.21;77;99820
20200703:0100;20.34;92.95;0;0;0;374.8;1.66;89;99880
20200703:0200;19.69;92.9;0;0;0;365.2;0.62;85;99900
20200703:0300;19.45;96.1;0;0;0;377.75;0.97;38;99870
20200703:0400;19.17;96.1;21;30.89;19;368.45;1.38;16;99880
20200703:0500;19.69;96.1;166;395.8;75;361.7;0.76;9;99890
20200703:0600;20.64;89.9;337;579.95;106;370.6;0.14;65;99940
20200703:0700;24.22;71.4;513;694.77;125;371.55;0.69;286;99890
20200703:0800;24.6;66.85;668;754.89;140;400.4;1.86;198;99940
20200703:0900;24.78;66.85;730;595.09;247;385.5;0.34;146;99950
20200703:1000;25.85;62.65;852;732.46;202;387.45;2.41;46;100000
20200703:1100;25.7;62.65;921;826.8;159;386.45;2.69;65;100000
20200703:1200;25.94;62.65;915;834.51;154;391.9;3.03;90;100020
20200703:1300;24.81;66.85;776;596.08;264;396.55;3.17;106;100020
20200703:1400;24.46;69.05;670;548.07;250;395.2;2.9;100;100040
20200703:1500;23.65;73.75;623;794.84;114;401.4;2.69;84;100090
20200703:1600;22.56;76.15;61;0;61;396.95;3.59;84;100080
20200703:1700;21.4;86.95;41;0;41;398.45;2.9;92;100120
20200703:1800;20.9;86.9;11;0;11;385.3;1.72;73;100200
20200703:1900;20.94;89.9;0;0;0;387.25;1.45;15;100180
20200703:2000;20.49;92.95;0;0;0;382;2.55;5;100250
20200703:2100;20.38;89.85;0;0;0;387.85;2.21;14;100310
20200703:2200;20.06;89.85;0;0;0;380.3;0.69;12;100330
20200703:2300;19.48;96.1;0;0;0;374.65;1.1;352;100350
20200704:0000;19.08;96.1;0;0;0;365.2;1.79;6;100400
20200704:0100;18.86;96.1;0;0;0;373.25;1.79;1;100420
20200704:0200;18.73;96.1;0;0;0;368.1;1.72;1;100430
20200704:0300;18.26;92.85;0;0;0;353.55;1.66;354;100420
20200704:0400;17.82;92.85;24;63.39;20;353.4;1.38;328;100450
20200704:0500;18.41;96.1;166;407.25;73;351.25;0.76;290;100460
20200704:0600;20.43;89.85;350;637.48;97;353.4;0.69;260;100500
20200704:0700;21.96;81.35;521;721.51;119;353.95;1.59;253;100580
20200704:0800;23.54;68.85;683;793.34;129;358.6;1.38;275;100600
20200704:0900;24.66;56.35;811;828.93;139;371.2;0.21;328;100590
20200704:1000;25.46;54.55;901;857.17;141;373.3;0.41;96;100620
20200704:1100;26.08;49.45;906;778.51;189;393.85;0.55;133;100600
20200704:1200;26.85;49.55;780;474;348;379.5;0.48;153;100560
20200704:1300;27.37;48;839;773.43;175;387.25;0.48;155;100480
20200704:1400;27.56;48;750;789.88;145;383.4;0.83;169;100430
20200704:1500;27.88;46.5;605;735.94;134;385.9;1.03;169;100380
20200704:1600;27.74;48.15;433;635.65;122;385.3;0.76;164;100340
20200704:1700;27.51;49.7;265;533.94;92;377.95;0.48;132;100360
20200704:1800;26.86;56.85;73;96.47;58;378.35;0.9;130;100360
20200704:1900;24.92;60.35;0;0;0;366.35;1.93;104;100360
20200704:2000;23.24;66.55;0;0;0;363.85;2;90;100400
20200704:2100;21.93;73.45;0;0;0;361.5;2.07;82;100460
20200704:2200;20.92;75.85;0;0;0;359.55;2;81;100450
20200704:2300;20.02;81.1;0;0;0;356.5;1.86;74;100470
20200705:0000;19.29;83.85;0;0;0;354.95;1.59;61;100470
20200705:0100;19.07;83.85;0;0;0;353.1;1.31;51;100480
20200705:0200;18.77;83.8;0;0;0;351.65;1.17;37;100450
20200705:0300;18.19;83.8;0;0;0;349.5;1.24;25;100460
20200705:0400;17.8;86.7;22;48.86;19;346.8;1.17;15;100450
20200705:0500;19.32;83.85;173;458.67;69;347.55;0.55;9;100450
20200705:0600;22.1;73.55;347;634.83;96;351.25;0.48;53;100460
20200705:0700;24.28;64.5;518;717.85;119;362.85;0.41;174;100510
20200705:0800;25.78;58.55;676;780.33;132;371.2;0.62;150;100500
20200705:0900;26.94;54.95;803;815.13;143;378.55;0.97;125;100520
20200705:1000;27.88;51.55;874;795.89;169;386.65;1.38;114;100490
20200705:1100;28.71;48.4;875;693.25;237;391.1;1.59;112;100470
20200705:1200;29.28;50.05;898;788.3;180;393.65;1.45;112;100430
20200705:1300;29.76;48.5;856;821.65;151;398.3;1.31;114;100360
20200705:1400;30.07;48.5;744;777.27;149;398.45;1.24;111;100290
20200705:1500;30.23;47;604;733.33;135;397.1;1.31;119;100250
20200705:1600;30.12;48.5;434;642.44;120;395.55;1.17;126;100170
20200705:1700;29.75;48.5;256;491.63;97;396.95;0.97;114;100130
20200705:1800;28.69;53.55;94;251.98;55;389.75;1.31;82;100130
20200705:1900;26.44;60.7;0;0;0;390.35;2.21;86;100130
20200705:2000;24.95;66.85;0;0;0;380.65;2.14;88;100120
20200705:2100;23.65;71.35;0;0;0;376;1.86;93;100150
20200705:2200;22.45;78.7;0;0;0;375.05;1.66;101;100120
20200705:2300;21.76;81.35;0;0;0;370.8;1.38;96;100120
20200706:0000;21.34;84.05;0;0;0;369.65;1.24;68;100110
20200706:0100;20.53;86.9;0;0;0;369.55;1.45;42;100080
20200706:0200;20;92.9;0;0;0;369.45;1.45;32;100030
20200706:0300;19.72;92.9;0;0;0;368.1;1.31;32;100000
20200706:0400;19.62;92.9;16;16.77;15;366.95;1.17;36;99940
20200706:0500;21.16;84.05;154;324.36;81;367.3;0.55;20;99920
20200706:0600;23.63;73.75;327;540.83;114;371;0.41;24;99890
20200706:0700;25.28;64.7;499;649.31;139;371.2;0.21;275;99920
20200706:0800;26.83;58.8;658;728.53;151;381.45;0.14;332;99910
20200706:0900;28.17;53.45;778;743.22;177;388.6;0.62;123;99840
20200706:1000;29.28;51.8;865;767.29;186;395;0.83;129;99790
20200706:1100;30.12;48.65;885;718.82;224;400.2;0.83;129;99730
20200706:1200;30.85;47.15;914;830.58;158;408.35;1.24;136;99660
20200706:1300;31.26;45.7;861;835;145;406.8;1.24;147;99570
20200706:1400;31.49;44.2;745;779.09;149;408.95;1.17;156;99510
20200706:1500;31.72;42.85;605;735.49;135;411.85;0.97;173;99450
20200706:1600;31.6;44.2;437;653.44;118;420.35;0.69;197;99410
20200706:1700;31.37;44.2;258;505.05;95;421.1;0.55;293;99390
20200706:1800;29.82;51.9;98;292.28;53;412.4;1.24;315;99410
20200706:1900;28.71;51.8;0;0;0;414.35;2.48;326;99390
20200706:2000;27.77;48.15;0;0;0;408.9;3.72;339;99440
20200706:2100;26.81;37.5;0;0;0;403.9;5.38;347;99550
20200706:2200;25.33;32.1;0;0;0;386.65;6.28;350;99600
20200706:2300;24.13;33;0;0;0;373.7;6.21;350;99650
20200707:0000;22.91;35.1;0;0;0;344.65;5.66;350;99690
20200707:0100;22.06;35;0;0;0;342.45;4.97;354;99760
20200707:0200;21.47;38.75;0;0;0;348.35;3.72;9;99870
20200707:0300;20.85;44.7;0;0;0;352.8;2.69;48;100010
20200707:0400;20.07;65.95;4;0;4;368.3;3.59;96;100150
20200707:0500;19;81;142;250.76;86;383.4;4.21;107;100270
20200707:0600;18.56;75.55;292;356.93;152;388.2;4.41;102;100380
20200707:0700;20.99;61.6;489;594.94;160;357.45;4.83;85;100340
20200707:0800;21.88;57.65;642;653.56;188;379.9;4.83;88;100420
20200707:0900;22.53;53.85;703;506.46;294;387.45;4.83;89;100470
20200707:1000;23.38;48.7;862;737.55;210;382;4.76;90;100500
20200707:1100;24.05;47.15;933;838.06;163;380.85;4.55;93;100510
20200707:1200;24.66;42.65;927;846.58;157;387.25;4.07;92;100480
20200707:1300;25.31;41.25;869;840.25;149;374.1;3.45;91;100460
20200707:1400;25.77;38.55;752;784.91;152;372.75;2.9;93;100390
20200707:1500;25.88;38.55;614;753.4;133;356.3;2.41;95;100370
20200707:1600;25.92;37.2;446;680.99;114;353;2.14;103;100300
20200707:1700;25.63;37.2;264;531.1;93;357.05;2.07;110;100270
20200707:1800;24.77;41.15;98;287.48;54;355.1;2.07;100;100300
20200707:1900;23.07;45.35;0;0;0;347.95;2.9;90;100310
20200707:2000;21.92;48.3;0;0;0;346.6;2.83;81;100380
20200707:2100;21.03;49.95;0;0;0;343.1;2.76;78;100450
20200707:2200;20.36;53.35;0;0;0;343.9;2.62;81;100480
20200707:2300;19.69;55.2;0;0;0;339.45;2.55;86;100490
20200708:0000;19.25;57.1;0;0;0;345.85;2.48;86;100530
20200708:0100;18.85;59.05;0;0;0;348.25;2.41;81;100520
20200708:0200;18.47;59.05;0;0;0;349.3;2.34;76;100510
20200708:0300;17.86;61.05;0;0;0;343.7;2.07;73;100500
20200708:0400;17.32;70.3;6;0;6;344.3;1.79;64;100500
20200708:0500;17.7;75.45;156;356.63;77;335.95;1.45;55;100520
20200708:0600;20.75;55.45;326;547.9;112;343.1;1.24;61;100550
20200708:0700;21.71;51.9;494;630.99;146;349.7;1.93;85;100600
20200708:0800;22.94;46.85;671;768.73;138;365;2.14;94;100600
20200708:0900;24.14;42.5;803;813.46;147;370.6;2.21;99;100580
20200708:1000;24.97;42.65;898;852.73;145;365.4;2;95;100590
20200708:1100;25.76;41.4;935;851.88;153;369.25;1.93;89;100540
20200708:1200;26.49;40.1;924;849.45;152;373.9;1.86;88;100530
20200708:1300;27.05;40.25;866;843.23;144;374.45;1.72;87;100460
20200708:1400;27.49;38.95;749;786.88;148;376.6;1.59;87;100410
20200708:1500;27.75;37.75;608;743.22;134;372.95;1.52;92;100370
20200708:1600;27.65;37.75;439;661.49;117;376.2;1.31;89;100310
20200708:1700;27.31;38.95;259;513.84;94;371.2;1.38;78;100300
20200708:1800;26.34;47.75;97;295.95;52;365.55;1.52;73;100290
20200708:1900;24.37;56.25;0;0;0;360.75;1.66;68;100300
20200708:2000;22.49;59.8;0;0;0;356.85;2;66;100340
20200708:2100;21.15;63.9;0;0;0;353.4;2.07;69;100400
20200708:2200;20.05;68.3;0;0;0;350.85;1.86;79;100410
20200708:2300;19.43;73.05;0;0;0;348.95;1.66;84;100430
20200709:0000;19.02;73.05;0;0;0;346.2;1.45;74;100440
20200709:0100;18.47;75.55;0;0;0;344.95;1.45;65;100470
20200709:0200;17.73;78.15;0;0;0;343.9;1.59;56;100450
20200709:0300;17.15;80.85;0;0;0;342.75;1.66;54;100430
20200709:0400;16.87;83.65;14;18.57;13;341.95;1.66;53;100430
20200709:0500;18.35;78.25;159;396.08;72;341.55;1.03;55;100430
20200709:0600;21.53;66.15;335;599.17;102;345.65;1.03;72;100490
20200709:0700;23.69;56.15;508;696.39;125;352.6;1.24;94;100560
20200709:0800;25.39;49.2;672;776.01;135;360.35;1.45;106;100550
20200709:0900;26.76;44.7;796;800.98;151;367.7;1.59;119;100530
20200709:1000;27.92;41.95;891;838.97;151;373.9;1.38;127;100540
20200709:1100;28.89;40.75;937;861.42;147;382.4;1.24;137;100490
20200709:1200;29.7;39.5;922;846.87;153;388.8;1.1;137;100450
20200709:1300;30.29;38.3;859;829.91;149;390.95;1.17;136;100390
20200709:1400;30.75;37.1;751;795.47;144;393.85;1.17;140;100330
20200709:1500;30.97;37.1;603;731.53;137;396.95;1.1;146;100250
20200709:1600;31.01;37.1;440;666.72;116;396.35;0.69;154;100220
20200709:1700;30.76;37.1;235;371.68;116;399.25;0.48;117;100190
20200709:1800;29.48;55.4;91;238.49;55;397.7;1.03;73;100180
20200709:1900;27.25;49.7;0;0;0;384.95;1.93;74;100240
20200709:2000;25.41;58.45;0;0;0;386.85;1.93;91;100270
20200709:2100;23.69;66.65;0;0;0;377.75;1.66;115;100290
20200709:2200;23.46;66.55;0;0;0;373.1;1.17;138;100330
20200709:2300;23.99;60.15;0;0;0;370.4;0.69;166;100340
20200710:0000;23.43;62.15;0;0;0;369.05;0.14;177;100310
20200710:0100;22.69;64.2;0;0;0;367.8;0;104;100290
20200710:0200;22.06;66.35;0;0;0;365.2;0.07;258;100270
20200710:0300;21.48;70.9;0;0;0;362.65;0.21;259;100250
20200710:0400;21.03;73.3;11;0;11;360.95;0.34;266;100260
20200710:0500;21.2;73.35;145;303.12;79;360.35;0.21;240;100260
20200710:0600;23.31;66.55;315;511.48;117;362.85;0.28;183;100270
20200710:0700;24.97;56.35;482;605.4;150;370.2;0.83;239;100340
20200710:0800;26.52;51.2;643;695.04;163;379.1;0.34;235;100330
20200710:0900;27.93;44.95;770;737.52;177;386.3;0.28;122;100310
20200710:1000;29.11;43.65;867;792.3;169;396.35;0.48;128;100290
20200710:1100;30.2;41;888;744.4;206;399.25;0.55;153;100220
20200710:1200;31.06;39.75;893;785.91;180;403.9;0.76;173;100150
20200710:1300;31.64;37.35;809;697.29;213;404.65;0.97;188;100070
20200710:1400;32.08;37.35;692;620.49;219;407;1.24;211;100000
20200710:1500;32.39;37.5;580;660.16;160;415.1;1.66;247;99980
20200710:1600;31.44;39.9;411;550.46;144;414.15;2.28;274;99970
20200710:1700;30.92;44.05;264;554.64;87;411.65;1.72;303;99970
20200710:1800;29.6;61.25;88;227.04;54;415.7;1.31;306;99980
20200710:1900;27.87;57.05;0;0;0;401.95;1.38;197;99990
20200710:2000;26.57;60.7;0;0;0;411.65;1.59;221;100010
20200710:2100;25.34;60.45;0;0;0;400.4;1.93;244;100070
20200710:2200;24.28;62.35;0;0;0;397.5;1.72;241;100070
20200710:2300;24.06;56.25;0;0;0;399.25;2.62;241;100120
20200711:0000;23.7;56.15;0;0;0;398.1;2.69;251;100160
20200711:0100;23.04;62.05;0;0;0;392.95;2;262;100120
20200711:0200;22.25;68.7;0;0;0;389.75;1.52;270;100080
20200711:0300;21.69;73.45;0;0;0;385.3;1.59;256;100040
20200711:0400;21.38;73.35;15;40.24;13;379.1;2.14;252;100040
20200711:0500;21.59;76;115;134.41;86;382.8;2.07;287;100050
20200711:0600;22.51;73.55;243;205.04;164;378.95;1.52;304;100080
20200711:0700;21.86;87;474;587.08;153;400.8;0.9;182;100180
20200711:0800;23.21;73.7;634;676.18;168;387.45;1.52;210;100170
20200711:0900;25.15;64.7;764;731.2;177;394.4;1.45;249;100170
20200711:1000;26.21;60.7;825;676.22;230;391.7;1.45;267;100190
20200711:1100;26.99;58.8;830;595.49;285;407.2;1.38;274;100130
20200711:1200;28.36;53.45;754;436.92;358;408.9;1.38;276;100110
20200711:1300;28.99;51.8;345;12.88;334;404.3;1.66;276;100050
20200711:1400;29.58;50.05;714;703.9;178;403.5;1.66;274;100040
20200711:1500;30.1;46.9;588;703.59;141;402.55;1.86;287;100030
20200711:1600;30.32;41;433;656.95;115;399.65;2.14;303;100000
20200711:1700;30.11;40.9;256;515.72;92;399.85;1.86;294;100000
20200711:1800;28.67;51.8;92;269.44;52;389;1.45;279;100030
20200711:1900;26.47;58.7;0;0;0;396.55;2;115;100140
20200711:2000;24.43;66.75;0;0;0;381.45;3.24;109;100270
20200711:2100;23.04;76.15;0;0;0;380.1;3.86;109;100410
20200711:2200;21.55;81.35;0;0;0;362.3;4.28;101;100520
20200711:2300;20.75;89.9;0;0;0;382;4.62;104;100610
20200712:0000;20.42;89.85;0;0;0;391.9;4.48;108;100640
20200712:0100;19.6;83.9;0;0;0;373.8;3.66;104;100680
20200712:0200;19.08;83.85;0;0;0;368.85;2.69;95;100710
20200712:0300;18.88;83.8;0;0;0;374.85;2.55;82;100730
20200712:0400;18.78;81;5;0;5;378.95;2.41;73;100740
20200712:0500;19.13;78.3;161;444.5;66;380.3;2.34;65;100770
20200712:0600;19.94;75.7;316;524.2;115;369.45;2.62;64;100810
20200712:0700;21.8;61.85;409;333.88;227;359;2.83;97;100840
20200712:0800;23.01;55.9;670;779.42;134;370.8;3.03;101;100860
20200712:0900;23.83;52.35;803;824.71;142;370.2;3.38;96;100890
20200712:1000;24.77;49.05;890;840.97;151;380.45;3.86;93;100910
20200712:1100;25.3;45.9;917;816.02;171;379.5;4.14;90;100890
20200712:1200;25.83;44.45;922;850.43;152;397.5;4.14;88;100870
20200712:1300;26.67;40.25;855;821.79;154;385.3;4;90;100840
20200712:1400;26.88;40.25;751;799.41;143;383;3.86;89;100800
20200712:1500;26.91;40.25;609;755.11;130;379.7;3.72;87;100770
20200712:1600;26.74;40.25;439;670.83;115;377.95;3.59;86;100710
20200712:1700;26.24;40.1;260;533.49;91;374.65;3.59;87;100720
20200712:1800;25.38;42.75;93;278.79;52;372.15;3.45;81;100740
20200712:1900;24.6;45.75;0;0;0;370.4;3.38;85;100710
20200712:2000;23.69;48.8;0;0;0;370;3.86;93;100790
20200712:2100;23.07;48.7;0;0;0;374.3;4.28;101;100880
20200712:2200;22.5;50.2;0;0;0;377.4;4.21;99;100910
20200712:2300;21.77;50.05;0;0;0;360.55;3.93;92;100940
20200713:0000;21.44;51.75;0;0;0;369.45;3.79;88;100950
20200713:0100;21.15;51.75;0;0;0;369.15;3.66;85;100950
20200713:0200;20.83;51.65;0;0;0;366.15;3.45;84;100930
20200713:0300;20.5;53.35;0;0;0;365.2;3.24;86;100910
20200713:0400;20.07;53.35;8;0;8;361.1;2.83;86;100880
20200713:0500;19.96;59.25;60;4.73;59;360.15;2.55;86;100890
20200713:0600;20.71;55.45;170;41.94;154;376.4;2.48;86;100900
20200713:0700;21.52;59.6;230;23.92;217;380.1;4.41;96;100900
